Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2023-01-03 00:00:00-05:00,128.6139854814398,129.22605213593528,122.58211921528644,123.47061157226562,112117500,0.0,0.0
2023-01-04 00:00:00-05:00,125.26733892869382,127.01470850998557,123.48048749262259,124.7441177368164,89113600,0.0,0.0
2023-01-05 00:00:00-05:00,125.50427521319664,126.1360903730334,123.16458728849297,123.42125701904297,80962700,0.0,0.0
2023-01-06 00:00:00-05:00,124.39856687801247,128.62382484382712,123.2928868985485,127.96239471435547,87754700,0.0,0.0
2023-01-09 00:00:00-05:00,128.80155656407595,131.70396238313268,128.22897177101316,128.4856414794922,70790800,0.0,0.0
2023-01-10 00:00:00-05:00,128.59426707667564,129.58147936363704,126.48163338512475,129.05825805664062,63896200,0.0,0.0
2023-01-11 00:00:00-05:00,129.57159828407498,131.80269238208612,128.79170729193848,131.782958984375,69458900,0.0,0.0
2023-01-12 00:00:00-05:00,132.1679704181571,132.54310080025633,129.75917030810112,131.7039794921875,71379600,0.0,0.0
2023-01-13 00:00:00-05:00,130.3415976184994,133.19463966232263,129.97633400317605,133.03668212890625,57809700,0.0,0.0
2023-01-17 00:00:00-05:00,133.10580835372033,135.53434166770566,132.4147629011091,134.2016143798828,63646600,0.0,0.0
2023-01-18 00:00:00-05:00,135.0703691429246,136.83747220518643,133.3032510170013,133.48095703125,69672800,0.0,0.0
2023-01-19 00:00:00-05:00,132.36540678256628,134.50765533885576,132.0593734264766,133.54019165039062,58280400,0.0,0.0
2023-01-20 00:00:00-05:00,133.55005775379874,136.2550244536786,132.50361529041555,136.10693359375,80223600,0.0,0.0
2023-01-23 00:00:00-05:00,136.3537266947968,141.4872415250396,136.136538833656,139.3054962158203,81760300,0.0,0.0
2023-01-24 00:00:00-05:00,138.51573942626007,141.32930018220668,138.50587272731724,140.7073516845703,66435100,0.0,0.0
2023-01-25 00:00:00-05:00,139.0883015683729,140.60860145852004,137.03489874919626,140.0458984375,65799300,0.0,0.0
2023-01-26 00:00:00-05:00,141.33914314056878,142.40533393014599,140.08537965694651,142.11904907226562,54105100,0.0,0.0
2023-01-27 00:00:00-05:00,141.32927632528882,145.34722141150488,141.25029755609052,144.0638427734375,70555800,0.0,0.0
2023-01-30 00:00:00-05:00,143.10626796433064,143.68871946900538,141.02324989890042,141.17132568359375,64015300,0.0,0.0
2023-01-31 00:00:00-05:00,140.87514553812727,142.4941725713441,140.46051831709534,142.44480895996094,65874500,0.0,0.0
2023-02-01 00:00:00-05:00,142.1288999932449,144.73513883503225,139.5127944552672,143.57022094726562,77663600,0.0,0.0
2023-02-02 00:00:00-05:00,146.99585146947285,149.24669348189832,146.27519097291648,148.8913116455078,118339000,0.0,0.0
2023-02-03 00:00:00-05:00,146.13699831650217,155.36743699431324,145.93955891955838,152.52426147460938,154357300,0.0,0.0
2023-02-06 00:00:00-05:00,150.61895772492184,151.14217893420934,148.85183962560956,149.78968811035156,69858300,0.0,0.0
2023-02-07 00:00:00-05:00,148.7136179890826,153.24491754252153,148.7136179890826,152.67233276367188,83322600,0.0,0.0
2023-02-08 00:00:00-05:00,151.91220679965525,152.60325227526124,149.2368553096487,149.97726440429688,64120100,0.0,0.0
2023-02-09 00:00:00-05:00,151.81346444457745,152.35643407265164,148.49643142830433,148.940673828125,56007100,0.0,0.0
2023-02-10 00:00:00-05:00,147.77401547814478,149.63279778324025,147.5367173791987,149.3065185546875,57450700,0.23,0.0
2023-02-13 00:00:00-05:00,149.24719136406156,152.5198501850578,149.21753098880535,152.11448669433594,62199000,0.0,0.0
2023-02-14 00:00:00-05:00,150.40396789568928,152.03536371466862,149.158187068462,151.47178649902344,61707600,0.0,0.0
2023-02-15 00:00:00-05:00,151.38284602819238,153.74588507311654,151.15544476328222,153.5778045654297,65573800,0.0,0.0
2023-02-16 00:00:00-05:00,151.77830301928833,154.5664988468429,151.6201193880744,151.97605895996094,68167900,0.0,0.0
2023-02-17 00:00:00-05:00,150.63140647639398,151.2740680510971,149.1483273778538,150.8291473388672,59144100,0.0,0.0
2023-02-21 00:00:00-05:00,148.50565230235682,149.59324968756485,146.73585119733022,146.8050537109375,58867200,0.0,0.0
2023-02-22 00:00:00-05:00,147.19065212608928,148.2584708875877,145.4999504020457,147.23020935058594,51011300,0.0,0.0
2023-02-23 00:00:00-05:00,148.3968793904493,148.6440592209031,145.57903837527164,147.71466064453125,48394200,0.0,0.0
2023-02-24 00:00:00-05:00,145.45050490064946,145.5296042594395,144.07618560082526,145.05502319335938,55469600,0.0,0.0
2023-02-27 00:00:00-05:00,146.04375066348234,147.48727255329774,145.7866739614647,146.25137329101562,44998500,0.0,0.0
2023-02-28 00:00:00-05:00,145.39117653628946,147.39827551462352,145.17365708267755,145.7471160888672,50547000,0.0,0.0
2023-03-01 00:00:00-05:00,145.17366452678502,145.56914623363537,143.37418806129784,143.67080688476562,55479000,0.0,0.0
2023-03-02 00:00:00-05:00,142.75131384795435,145.05503189340783,142.27671766674902,144.26405334472656,52238100,0.0,0.0
2023-03-03 00:00:00-05:00,146.3700024688502,149.40537804304904,145.66802019550744,149.32627868652344,70732300,0.0,0.0
2023-03-06 00:00:00-05:00,152.05516933291133,154.53686499973716,151.72890516544965,152.0947265625,87558000,0.0,0.0
2023-03-07 00:00:00-05:00,151.96617914925054,152.29245838395036,149.4251779626418,149.88987731933594,56182000,0.0,0.0
2023-03-08 00:00:00-05:00,151.08621757661572,151.7387760380252,150.11727673451966,151.14553833007812,47204800,0.0,0.0
2023-03-09 00:00:00-05:00,151.8277639907766,152.79670487641312,148.53532624571014,148.89126586914062,53833600,0.0,0.0
2023-03-10 00:00:00-05:00,148.51554589298388,149.23730682187812,145.94486944980744,146.8248291015625,68572400,0.0,0.0
2023-03-13 00:00:00-04:00,146.1426162263365,151.4124925875259,146.03385648579933,148.77261352539062,84457100,0.0,0.0
2023-03-14 00:00:00-04:00,149.57346291926225,151.66954312555754,148.40678132116508,150.86868286132812,73695900,0.0,0.0
2023-03-15 00:00:00-04:00,149.48449268664993,151.5212522938301,148.2288147892157,151.26419067382812,77167900,0.0,0.0
2023-03-16 00:00:00-04:00,150.443542077547,154.69503836094123,149.92940378389787,154.0919189453125,76161100,0.0,0.0
2023-03-17 00:00:00-04:00,154.31931404263202,154.9718724178721,152.53961624045886,153.25149536132812,98944600,0.0,0.0
2023-03-20 00:00:00-04:00,153.32071734921686,156.03969557063917,152.4110822679711,155.62442016601562,73641400,0.0,0.0
2023-03-21 00:00:00-04:00,155.5453489444009,157.60187209543255,154.77413390443738,157.4832305908203,73938300,0.0,0.0
2023-03-22 00:00:00-04:00,157.50299444764113,160.31095376257457,156.02979719452793,156.04957580566406,75701800,0.0,0.0
2023-03-23 00:00:00-04:00,157.03831361968307,159.7276317574304,155.90127718884906,157.13717651367188,67622100,0.0,0.0
2023-03-24 00:00:00-04:00,157.06797183296018,158.53127238912836,156.06937062345713,158.44229125976562,59196500,0.0,0.0
2023-03-27 00:00:00-04:00,158.13578467553296,158.9564235953307,156.08912825748425,156.4945068359375,52390300,0.0,0.0
2023-03-28 00:00:00-04:00,156.1879947191645,156.70213299816345,154.22043780927265,155.87159729003906,45992200,0.0,0.0
2023-03-29 00:00:00-04:00,157.5722198233599,159.23327640666747,157.5524562960156,158.95643615722656,51305700,0.0,0.0
2023-03-30 00:00:00-04:00,159.7078188557058,160.6372173623024,159.45075728253036,160.52845764160156,49501700,0.0,0.0
