Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2020-01-02 00:00:00-05:00,66.76128915563321,68.08452005490719,66.76128915563321,68.04620361328125,28132000,0.0,0.0
2020-01-03 00:00:00-05:00,67.07529792848747,68.3014923595591,66.96004487038897,67.7122802734375,23728000,0.0,0.0
2020-01-06 00:00:00-05:00,67.18179218887404,69.49582866023067,67.18179218887404,69.38187408447266,34646000,0.0,0.0
2020-01-07 00:00:00-05:00,69.56750400556096,69.81880854006761,69.1912799697046,69.33858489990234,30054000,0.0,0.0
2020-01-08 00:00:00-05:00,69.27587246039515,70.24628223696304,69.21416826116834,69.88499450683594,30560000,0.0,0.0
2020-01-09 00:00:00-05:00,70.69365795847132,71.03006199373336,70.18107880646254,70.65682983398438,30018000,0.0,0.0
2020-01-10 00:00:00-05:00,71.04151949387021,71.40823656595153,70.58319529134644,71.1495132446289,36414000,0.0,0.0
2020-01-13 00:00:00-05:00,71.46800057652041,71.68646352413954,70.96488276211652,71.62226867675781,33046000,0.0,0.0
2020-01-14 00:00:00-05:00,71.61131918676213,71.75015744005867,71.08182939227687,71.20673370361328,31178000,0.0,0.0
2020-01-15 00:00:00-05:00,71.17338368354764,71.72999714903875,71.17338368354764,71.62076568603516,25654000,0.0,0.0
2020-01-16 00:00:00-05:00,72.03082741028582,72.25725584682053,71.7063602218111,72.2428207397461,23474000,0.0,0.0
2020-01-17 00:00:00-05:00,72.80068235222082,73.71559936874215,72.56729073297409,73.67056274414062,47924000,0.0,0.0
2020-01-21 00:00:00-05:00,73.60736178318743,74.24085873765915,73.21322488000433,73.8701171875,40734000,0.0,0.0
2020-01-22 00:00:00-05:00,74.19857012623973,74.80638616130801,73.89649592184156,73.94725799560547,32216000,0.0,0.0
2020-01-23 00:00:00-05:00,74.03135994138042,74.42349979351208,73.75566532050314,73.98208618164062,27024000,0.0,0.0
2020-01-24 00:00:00-05:00,74.32745029050261,74.42225424928164,72.91713034976826,72.98979187011719,35692000,0.0,0.0
2020-01-27 00:00:00-05:00,71.21271202632974,71.5645459705152,70.72501644858434,71.35702514648438,35104000,0.0,0.0
2020-01-28 00:00:00-05:00,71.80988572790409,72.45682314036674,71.28586315863467,72.28562927246094,31548000,0.0,0.0
2020-01-29 00:00:00-05:00,72.59615133988797,72.92608580028646,71.99598954595203,72.58769226074219,21554000,0.0,0.0
2020-01-30 00:00:00-05:00,71.65858924774744,72.52050409120311,71.48142697537313,72.44884490966797,26788000,0.0,0.0
2020-01-31 00:00:00-05:00,73.09876926273381,73.15997988949793,71.08978349020452,71.37344360351562,48344000,0.0,0.0
2020-02-03 00:00:00-05:00,72.75539861661565,74.14880041149051,72.60561063831744,73.9467544555664,60736000,0.0,0.0
2020-02-04 00:00:00-05:00,72.51006361759383,73.12863193780154,70.9788182849418,72.01242065429688,78660000,0.0,0.0
2020-02-05 00:00:00-05:00,72.77630316487429,72.84696761397448,71.19081040286896,72.07014465332031,39724000,0.0,0.0
2020-02-06 00:00:00-05:00,72.17465331733683,73.7506846735692,72.13683044795762,73.46354675292969,33588000,0.0,0.0
2020-02-07 00:00:00-05:00,73.0191465255916,73.9417784810976,72.97186983877486,73.61283874511719,23446000,0.0,0.0
2020-02-10 00:00:00-05:00,73.36850365404892,75.11920674728403,73.36850365404892,75.07839965820312,28398000,0.0,0.0
2020-02-11 00:00:00-05:00,75.23415907769049,76.12095766481228,74.92701247452665,75.08386993408203,26892000,0.0,0.0
2020-02-12 00:00:00-05:00,75.3670279617218,75.67631590798648,75.05003268527967,75.55563354492188,23352000,0.0,0.0
2020-02-13 00:00:00-05:00,75.27794543857446,75.99903258076175,74.87535705475267,75.37598419189453,18590000,0.0,0.0
2020-02-14 00:00:00-05:00,75.4227661008174,75.67855834960938,75.01171100956715,75.67855834960938,23956000,0.0,0.0
2020-02-18 00:00:00-05:00,75.39290828309474,76.22048572947055,75.27297766642783,75.62530517578125,22414000,0.0,0.0
